S.no,Date,Req_ID,Req Source,Skill,Location,Job Description,App Data,SM,BP Email,BP contact,IP/Tier1,End Client,Utilization Status,Total RC,Qualified,Req Status,Comment
11,08/03/26,W32030826-PP,Posting,"SailPoint Developer","San Francisco, CA","Role: Senior SailPoint (IdentityIQ) Developer
Location: San Francisco, CA - onsite
Duration: 6+ months

The Senior SailPoint Developer will be responsible for designing, developing, and maintaining identity governance solutions using SailPoint IdentityIQ (IIQ). This role involves implementing complex integrations, automating identity lifecycle management, and ensuring compliance with security and audit standards. The candidate will collaborate with architects, operations, and application teams to deliver scalable IAM solutions.

Key Responsibilities
&bull; Design, develop, and deploy SailPoint IdentityIQ components, including workflows, rules, forms, and reports.
&bull; Implement and maintain joiner&ndash;mover&ndash;leaver (JML) processes.
&bull; Develop and customize connectors for integration with enterprise systems (e.g., AD, Azure AD, SAP, ServiceNow, Workday).
&bull; Build and enforce access certifications, SoD policies, and role-based access controls (RBAC).
&bull; Troubleshoot provisioning, aggregation, and synchronization issues across integrated systems.
&bull; Collaborate with application owners to onboard new applications into IIQ.
&bull; Support patching, upgrades, and performance optimization of IIQ environments.
&bull; Conduct code reviews, ensure adherence to best practices, and mentor junior developers.
&bull; Work with IAM architects to translate business requirements into technical designs.
&bull; Maintain documentation of solution design, workflows, and integrations.

Required Skills &amp; Experience
&bull; Strong hands-on experience with SailPoint IdentityIQ (v7.x or v8.x).
&bull; Proficiency in Java, Beanshell scripting, XML, and SQL.
&bull; Solid understanding of Identity Governance concepts &mdash; provisioning, aggregation, role management, policy enforcement, and certifications.
&bull; Experience with directory services (Active Directory, LDAP) and cloud platforms (Azure, AWS).
&bull; Knowledge of REST/SOAP APIs and integration patterns.
&bull; Experience in debugging, performance tuning, and error handling within IIQ.
&bull; Familiarity with CI/CD pipelines and DevOps practices for IAM code deployment.
&bull; Excellent analytical, communication, and documentation skills.

Preferred Qualifications
&bull; SailPoint Certified IdentityIQ Engineer / Developer certification.
&bull; Experience with IdentityNow or hybrid IAM environments.
&bull; Exposure to security frameworks such as NIST, ISO 27001, or SOX.
&bull; Experience working in Agile or DevSecOps delivery models.

Soft Skills
&bull; Strong problem-solving and analytical skills.
&bull; Ability to work independently and in cross-functional teams.
&bull; Commitment to delivering high-quality, secure, and scalable solutions.
&bull; Mentoring mindset for junior engineers and developers.

","Tanuja has applied Ritip  through kundan@quantumworldit.com and did 0 RC, 0 Sub.
Tanuja has applied Sneh  through kundan@quantumworldit.com and did 0 RC, 0 Sub.
",Tanuja,kundan@quantumworldit.com,,,,Unutilized,0,"Not Qualified",Rejected,"Tanuja: Need H1B consultants at 2026-08-03 17:47:42
Tanuja: Need H1B consultants at 2026-08-03 17:53:38
"
12,08/03/26,W32030826-PP,Posting,"Java Developer","Chicago, IL","Java Full Stack Developer &ndash; Angular &amp; Production Support
Location: Chicago, IL
Work Mode: Hybrid
Employment Type: Contract
Experience: 8+ Years

Job Description
We are seeking an experienced Java Full Stack Developer with strong expertise in Java, Spring Boot, Microservices, Angular, and Production Support. The ideal candidate should have hands-on experience developing and maintaining enterprise applications while supporting production environments, troubleshooting critical issues, and ensuring application stability and performance.

Required Skills
8+ years of experience in Java Full Stack Development
Strong hands-on experience with Core Java, Java 8/11/17, J2EE, Spring Framework, and Spring Boot
Strong experience developing Microservices and RESTful APIs
Hands-on experience with Angular, TypeScript, JavaScript, HTML, and CSS
Experience developing responsive and reusable frontend components
Strong knowledge of SQL and relational databases such as Oracle, SQL Server, or PostgreSQL
Experience with Hibernate, JPA, and ORM frameworks
Strong experience providing L2/L3 Production Support
Experience troubleshooting production incidents and performing root-cause analysis
Ability to analyze application logs, API failures, database issues, and system performance
Experience with monitoring and logging tools such as Splunk, Dynatrace, AppDynamics, ELK, or similar tools
Knowledge of incident, problem, change, and release management processes
Experience with Git, Maven, Jenkins, CI/CD pipelines, and automated deployments
Knowledge of AWS or Azure is preferred
Experience working in Agile/Scrum environments
Strong communication, analytical, and problem-solving skills

Key Responsibilities
Design, develop, test, and maintain scalable full-stack applications using Java, Spring Boot, Microservices, and Angular
Develop and enhance backend services, REST APIs, and frontend user interfaces
Provide L2/L3 production support for critical enterprise applications
Monitor application health and investigate production incidents
Troubleshoot application, API, database, and integration issues
Perform root-cause analysis and implement permanent solutions for recurring production issues
Support application releases, deployments, change requests, and post-production validation
Collaborate with development, QA, DevOps, infrastructure, database, and business teams
Participate in on-call support rotations when required
Improve application performance, reliability, scalability, and operational stability
Participate in code reviews and follow established coding standards and best practices
Maintain technical documentation, support procedures, and knowledge-base articles
Work effectively in a Hybrid Agile/Scrum environment

Additional Requirements
Candidate must be willing to work in a Hybrid model in Chicago, IL
Strong Angular and Production Support experience is mandatory
Candidates with strong communication and client-facing skills are preferred
","Tanuja has applied Abhishek through ritik@brightsol.ai and did 0 RC, 0 Sub.
Tanuja has applied Bibek  through ritik@brightsol.ai and did 0 RC, 0 Sub.
",Tanuja,ritik@brightsol.ai,,,,Unutilized,0,"Not Qualified","Not Connected","Tanuja: Not Connected at 2026-08-03 17:48:02
Tanuja: Not Connected at 2026-08-03 17:52:36
"
13,08/03/26,W32030826-PP,"Google Groups","Data Engineer","Malvern, PA (Hybrid)","Data Engineer &ndash; Databricks
Location: Malvern, PA (Hybrid)
Employment Type: TORC Assessment



Job Description
AWS shop Mainly. Data engineer with AWS , AWS Glue, S3, etc etc.... But also an expert in Databricks

We are seeking experienced Data Engineers with strong Databricks expertise to join our client&#39;s data engineering team. The ideal candidate will have hands-on experience designing, developing, and maintaining scalable data solutions using modern cloud technologies. This role involves building robust data pipelines, optimizing data processing workloads, and collaborating with cross-functional teams to deliver high-quality data products.



Key Responsibilities

  Design, develop, and maintain scalable data pipelines using Databricks and Apache Spark.
  Build and optimize ETL/ELT workflows to support enterprise data integration and analytics.
  Develop data processing applications using Python, PySpark, and SQL.
  Implement Delta Lake solutions and optimize data storage for performance and reliability.
  Collaborate with data architects, business analysts, and application teams to understand business requirements and deliver data solutions.
  Monitor, troubleshoot, and optimize data pipelines to ensure high availability and performance.
  Apply data governance, security, and best practices throughout the data lifecycle.
  Participate in code reviews, testing, deployment, and production support.
  Work within Agile teams to deliver high-quality solutions on schedule.



Required Skills

  Strong hands-on experience with Databricks (mandatory).
  Proficiency in Python, PySpark, and SQL.
  Experience with Apache Spark and distributed data processing.
  Strong experience building and maintaining ETL/ELT pipelines.
  Experience working with Delta Lake and modern data lake architectures.
  Familiarity with cloud platforms such as AWS, Azure, or GCP.
  Understanding of data modeling, data warehousing, and performance optimization.
  Experience with Git, CI/CD pipelines, and Agile development methodologies.
  Excellent analytical, problem-solving, and communication skills.



Preferred Qualifications

  Experience with streaming data technologies such as Kafka or Spark Streaming.
  Knowledge of data governance and security best practices.
  Experience working in large-scale enterprise data environments.
  Relevant cloud or Databricks certifications are a plus.
","Tarun has applied Pralad  through rakhi@hexgs.com and did 0 RC, 0 Sub.
",Tarun,rakhi@hexgs.com,,,,Unutilized,0,"Not Qualified","Not Connected","Tarun: Not connected at 2026-08-03 17:30:01
"
14,08/03/26,W32030826-PP,Inbox,"Java Developer","Mountain View, CA","Java Backend Developer
Mountain View CA Onsite
Contract role:
Required Skills
&middot; 7+ years of experience in backend software development.

&middot; Strong expertise in Java (17/21), Spring Boot, Spring Cloud, Microservices, and REST APIs.

&middot; Hands-on experience with AWS and cloud-native application development.

&middot; Experience with Kafka, PostgreSQL/SQL databases, Docker, Kubernetes, and CI/CD pipelines.

&middot; Strong understanding of distributed systems, scalability, and performance optimization.

Domain Experience (Mandatory)
&middot; Hands-on experience in the Banking or FinTech domain is required.

&middot; Experience building platforms related to payments, lending, digital banking, merchant services, or financial transactions is highly preferred.

&middot; Exposure to Risk Management, Fraud Detection, KYC/KYB, or Payment Processing is a plus.

Responsibilities
&middot; Design, develop, and maintain scalable backend services using Java and Spring Boot.

&middot; Build cloud-native applications on AWS.

&middot; Develop secure, high-performance microservices and REST APIs.

&middot; Collaborate with cross-functional teams to deliver enterprise-scale financial solutions.

&middot; Participate in architecture discussions, code reviews, and Agile development.

Preferred Skills

&middot; Experience with Agentic AI/GenAI technologies is a plus
","Prakash has applied Abhishek through akhilesh91@kk-talents.com and did 0 RC, 0 Sub.
",Prakash,akhilesh91@kk-talents.com,,,,Unutilized,0,"Not Qualified","Not Connected","Prakash: Not Connected at 2026-08-03 10:59:05
"
15,08/03/26,W32030826-PP,Posting,".Net Developer",Remote,"6+ month contract to hire.

Remote or 1-2 days a week onsite Newtown Square if local enough

Client-AmeriHealth



Our client is looking to hire a Senior .NET/SQL Developer for their team. Join a growing healthcare technology team where your expertise in C# .NET, SQL Server, and healthcare will directly impact critical business operations and regulatory initiatives. This is an opportunity to work on complex enterprise applications, large-scale healthcare data solutions, and ACA/CMS reporting processes while collaborating with a highly skilled team. If you enjoy solving challenging technical problems, mentoring others, and building scalable solutions in a mission-driven environment, we&#39;d love to hear from you.

Position Description

  Design, develop, test, and support C# .NET applications, Windows services, and SQL Server solutions.
  Develop and optimize SQL Server stored procedures, functions, triggers, and ETL processes.
  Collaborate with business analysts, project managers, and stakeholders to define and deliver technical solutions.
  Participate in technical design, code reviews, and system architecture discussions.
  Troubleshoot and resolve complex application, database, and integration issues.
  Develop and execute unit, integration, and performance testing plans.
  Create and maintain technical and operational documentation.
  Provide production support, project estimates, and mentor junior team members.

Required Skills

  Experience building applications and services using C# .NET.
  5+ years of professional software development experience.
  Strong experience with Microsoft SQL Server development, including stored procedures, functions, and triggers.
  Hands-on experience with Git, GitHub, GitLab, or similar version control platforms.
  Experience with CI/CD tools and deployment processes.
  Understanding of Agile and/or Waterfall development methodologies.
  Strong knowledge of software design, testing, troubleshooting, and support.
  Healthcare experience a must

Bonus Skills

  SSIS a bonus
  ETL development experience.
  Experience with AI-assisted coding tools.
  Experience with enterprise job scheduling platforms.
  Knowledge of CMS EDGE Server submissions and ACA Risk Adjustment processes.
  Experience with ACA Exchange encounter data and encounter management platforms such as Trizetto EDM.
  Familiarity with Medicaid, Medicare, and ACA reporting requirements.
  Knowledge of NCPDP pharmacy transactions.
  Experience with payer platforms such as Facets, QNXT, HealthRules, or similar systems.

Understanding of risk adjustment programs and the encounter submission lifecycle

","Tarun has applied Kundan  through ankit.uniyal@cloudthinktech.com and did 0 RC, 0 Sub.
",Tarun,ankit.uniyal@cloudthinktech.com,9045583131,,,Unutilized,0,"Not Qualified","No Number","Tarun: Not connected at 2026-08-03 17:29:54
"
16,08/03/26,W32030826-PP,Posting,"Java Developer",Remote,"
Title: .Net Lead Developer

Location:100% Remote

Duration: 12+ Months

Job Description:

We are seeking a Java Full Stack Engineer to design, develop, and support modern enterprise applications using Java Microservices, Angular, Node.js, and cloud-native technologies. The ideal candidate will have strong experience building secure, scalable applications, integrating authentication and authorization frameworks, and delivering solutions in cloud and containerized environments.

This role requires expertise across both frontend and backend development, with a strong focus on API development, identity management, and microservices architecture.

Your Impact
Design, develop, and maintain full-stack applications using Java, Angular, and Node.js.
Build and support scalable Java Microservices using Spring Boot.
Develop responsive and user-friendly applications using Angular 17+.
Implement secure authentication and authorization solutions leveraging OAuth2, OIDC, and Spring Security.
Design, build, and integrate RESTful APIs.
Configure and consume APIs using Postman or Insomnia.
Collaborate with architects, product owners, and engineering teams to deliver high-quality software solutions.
Deploy and support cloud-native applications in Azure and other cloud environments.
Participate in CI/CD, code reviews, troubleshooting, and production support.
Ensure application performance, scalability, security, and reliability through industry best practices

Backend Development- Strong hands-on experience with:
Java
Java Microservices
Spring Boot
Spring Security
Maven
Node.js

Frontend Development- Experience building modern web applications using:
Angular 17+
Strong understanding of REST API integration.

Security &amp; Identity Management- Hands-on experience with:
OAuth2
OpenID Connect (OIDC)
Experience implementing secure authentication and authorization solutions.

DevOps &amp; Cloud- Experience with:
GitHub
Kubernetes
Azure (preferred) or other cloud platforms (AWS/GCP)

API Development &amp; Testing- Experience using:
Postman or Insomnia
Strong knowledge of RESTful service development and API testing.
","Tarun has applied Shiva through abhishek@acetechnologies.com and did 0 RC, 0 Sub.
",Tarun,abhishek@acetechnologies.com,,,Optum,Unutilized,0,"Not Qualified",Rejected,"Tarun: F2F interview, Submission went on hold at 2026-08-03 17:29:48
"
17,08/03/26,W32030826-PP,"Google Groups","Data Engineer","Irving, TX","Role :: AI/ML Engineer (Min 10+ year exp required)

Location :: Irving, TX

Duration :: contract 

Need H1b

Desired Competencies (Technical/Behavioral Competency)

Must-Have     &bull; Programming languages: Python (proficient) with major ML libraries

&bull; Experience with opensource Gen AI LLMs e.g., Llama and Dolly

&bull; Machine learning, NLP &amp; deep learning: Strong understanding of supervised and unsupervised learning, neural networks, transformers

&bull; Generative AI techniques: Experience with GANs, text-to-image generation, text generation models

&bull; Data wrangling &amp; manipulation: SQL, data cleaning, feature engineering

&bull; Hyperscalers : AWS, Azure, or GCP experience a plus

Good-to-Have    &bull;     On prem and cloud development projects with CI/CD Experience
","Prakash has applied Pralad  through sushil.k@eniacsys.com and did 0 RC, 0 Sub.
",Prakash,sushil.k@eniacsys.com,,,,Unutilized,0,"Not Qualified","Not Connected","Prakash: Not Connected at 2026-08-03 11:24:19
"
18,08/03/26,W32030826-PP,"Google Groups","Java Developer",Remote,"Java Full Stack Engineer

Location: Remote, but interviews or laptop pickup must occur at one of the following locations: San Francisco, Arlington, VA, Denver, CO, Chicago, Boston, NYC, Houston, Miami, Los Angeles, Seattle, Dallas, Minneapolis, Minn, Birmingham, MI or Irvine, CA



Must have old Linkedin profile



Backend Development
Strong hands-on experience with:
Java
Java Microservices
Spring Boot
Spring Security
Maven
Node.js



Frontend Development
Experience building modern web applications using:
Angular 17+
Strong understanding of REST API integration.



Security &amp; Identity Management
Hands-on experience with:
OAuth2
OpenID Connect (OIDC)
Experience implementing secure authentication and authorization solutions.


DevOps &amp; Cloud
Experience with:
GitHub
Kubernetes
Azure (preferred) or other cloud platforms (AWS/GCP)


API Development &amp; Testing
Experience using:
Postman or Insomnia
Strong knowledge of RESTful service development and API testing.



We are seeking a Java Full Stack Engineer to design, develop, and support modern enterprise applications using Java Microservices, Angular, Node.js, and cloud-native technologies. The ideal candidate will have strong experience building secure, scalable applications, integrating authentication and authorization frameworks, and delivering solutions in cloud and containerized environments.

This role requires expertise across both frontend and backend development, with a strong focus on API development, identity management, and microservices architecture.

Your Impact

Design, develop, and maintain full-stack applications using Java, Angular, and Node.js.
Build and support scalable Java Microservices using Spring Boot.
Develop responsive and user-friendly applications using Angular 17+.
Implement secure authentication and authorization solutions leveraging OAuth2, OIDC, and Spring Security.
Design, build, and integrate RESTful APIs.
Configure and consume APIs using Postman or Insomnia.
Collaborate with architects, product owners, and engineering teams to deliver high-quality software solutions.
Deploy and support cloud-native applications in Azure and other cloud environments.
Participate in CI/CD, code reviews, troubleshooting, and production support.
Ensure application performance, scalability, security, and reliability through industry best practices
","Prakash has applied Manish  through amit@acetechnologies.com and did 0 RC, 0 Sub.
",Prakash,amit@acetechnologies.com,,,,Unutilized,0,"Not Qualified","Not Connected","Prakash: Not Connected at 2026-08-03 12:03:08
"
19,08/03/26,W32030826-PP,"Google Groups","Java Developer","Columbus, OH","Job Title : Java AI Developer

Primary Skill : Java, Application Design, Spring

Rate: $60/hr on C2C

Location: Columbus, OH





Job Description :



Experience : 8+ yrs



  Strong Application Development work experience using Java/J2EE in AWS cloud environment - Agile environment preferred Solid application design, coding, testing, maintenance and debugging skills.
  Experience with Junit and Cucumber testing.
  Experience with APM Monitoring tools and logging tools like Splunk Proficiency with JIRA, Confluence (preferred).
  AWS solution implementation hands on experience is mandatory.
  Subject matter expert having experience of interacting with client, understanding the requirement and guiding the team.
  Documenting the requirements clearly with defined scope and must play a anchor role in setting the right expectations and delivering as per the schedule.
  Experience using AI-assisted development tools such as GitHub Copilot, Cursor, Claude Code or Amazon Q
  Understanding of Retrieval Augmented Generation (RAG), embeddings, Vector databases and semantic search.
  Knowledge of AI security, prompt engineering, hallucination mitigation and responsible AI practices.

","Tarun has applied Abhishek through peda@cymasys.com and did 0 RC, 0 Sub.
",Tarun,peda@cymasys.com,,,,Unutilized,0,"Not Qualified","Not Connected","Tarun: Not connected at 2026-08-03 17:29:19
"
20,08/03/26,W32030826-PP,Prohires,"Java Developer","New York, NY (Onsite)","Hiring: Java Full Stack Engineer | New York, NY (Onsite)
We have an exciting opportunity for an experienced Java Full Stack Engineer to join a leading client in New York, NY.
???? Location: New York, NY (Onsite)
???? Job Type: Contract
Job Responsibilities:
Design and develop scalable enterprise applications.
Build and maintain robust backend services and REST APIs.
Develop responsive, high-performance frontend applications.
Participate in system design and architecture discussions.
Work with cloud-based solutions and support production environments.
Implement AI-driven workflow automation and modern application solutions.
Collaborate with cross-functional teams in an Agile environment to deliver high-quality software.
If you&#39;re interested and available, please share your updated resume along with your contact details for further processing.
","Tarun has applied Abhishek through vinodhini@sightspectrum.com and did 0 RC, 0 Sub.
",Tarun,vinodhini@sightspectrum.com,7622664755,,,Unutilized,0,"Not Qualified","Not Connected","Tarun: Not connected at 2026-08-03 17:29:13
"
21,08/03/26,W32030826-PP,"Google Groups","SailPoint Developer","San Francisco, CA","Job Tittle: Senior SailPoint Developer

Location: San Francisco, CA (Day 1- Onsite)

Duration: Duration: 6+ months



Job Description:
The Senior SailPoint Developer will be responsible for designing, developing, and maintaining identity governance solutions using SailPoint IdentityIQ (IIQ). This role involves implementing complex integrations, automating identity lifecycle management, and ensuring compliance with security and audit standards. The candidate will collaborate with architects, operations, and application teams to deliver scalable IAM solutions.



Key Responsibilities

&bull; Design, develop, and deploy SailPoint IdentityIQ components, including workflows, rules, forms, and reports.

&bull; Implement and maintain joiner&ndash;mover&ndash;leaver (JML) processes.

&bull; Develop and customize connectors for integration with enterprise systems (e.g., AD, Azure AD, SAP, ServiceNow, Workday).

&bull; Build and enforce access certifications, SoD policies, and role-based access controls (RBAC).

&bull; Troubleshoot provisioning, aggregation, and synchronization issues across integrated systems.

&bull; Collaborate with application owners to onboard new applications into IIQ.

&bull; Support patching, upgrades, and performance optimization of IIQ environments.

&bull; Conduct code reviews, ensure adherence to best practices, and mentor junior developers.

&bull; Work with IAM architects to translate business requirements into technical designs.

&bull; Maintain documentation of solution design, workflows, and integrations.



Required Skills &amp; Experience

&bull; Strong hands-on experience with SailPoint IdentityIQ (v7.x or v8.x).

&bull; Proficiency in Java, Beanshell scripting, XML, and SQL.

&bull; Solid understanding of Identity Governance concepts &mdash; provisioning, aggregation, role management, policy enforcement, and certifications.

&bull; Experience with directory services (Active Directory, LDAP) and cloud platforms (Azure, AWS).

&bull; Knowledge of REST/SOAP APIs and integration patterns.

&bull; Experience in debugging, performance tuning, and error handling within IIQ.

&bull; Familiarity with CI/CD pipelines and DevOps practices for IAM code deployment.

&bull; Excellent analytical, communication, and documentation skills.





Preferred Qualifications

&bull; SailPoint Certified IdentityIQ Engineer / Developer certification.

&bull; Experience with IdentityNow or hybrid IAM environments.

&bull; Exposure to security frameworks such as NIST, ISO 27001, or SOX.

&bull; Experience working in Agile or DevSecOps delivery models.





Soft Skills

&bull; Strong problem-solving and analytical skills.

&bull; Ability to work independently and in cross-functional teams.

&bull; Commitment to delivering high-quality, secure, and scalable solutions.

&bull; Mentoring mindset for junior engineers and developers.
","Prakash has applied Ashok  through sajjad.ali@scalable-systems.com and did 0 RC, 0 Sub.
",Prakash,sajjad.ali@scalable-systems.com,,,TCS,Unutilized,0,"Not Qualified",Rejected,"Prakash: Only H1b required at 2026-08-03 13:12:39
"
22,08/03/26,W32030826-PP,Inbox,"SailPoint Developer",Remote,"Role: IAM Governance Operations and User Access Review (UAR) Program Management.

Remote

Rate: $60/hr on C2C

Please focus on candidates with the following experience:
User Access Reviews (UAR) and Access Certification Programs
Access Governance and Compliance Operations
SOX, Audit, Controls, Risk, and Compliance support
Developing SOPs, procedures, training materials, and process documentation
Conducting business training sessions and stakeholder communications
Working with application owners, auditors, and business users
Tracking, reporting, validation, and evidence collection for access reviews
Reviewing access removal evidence and ensuring audit readiness
Managing manual access review processes (spreadsheets, workflows, reporting templates, etc.)
Experience executing and managing access reviews for applications not onboarded to SailPoint
Profiles that are NOT a fit:
SailPoint Developers/Engineers
IAM Architects
SSO/MFA Engineers
Ping/Okta Federation Specialists
CIAM Engineers
Candidates whose experience is primarily implementation, development, coding, connector development, or tool administration
Important:
The client is looking for someone who can:

Identify existing tools/processes available within the organization
Develop operational processes around access reviews
Train business stakeholders
Monitor completion and compliance
Validate review results and remediation activities
Ensure the process stands up to audit scrutiny
","Prakash has applied Ashok  through ajit@quantumworldit.com and did 1 RC, 0 Sub.
Prakash has applied Parita  through ajit@quantumworldit.com and did 0 RC, 0 Sub.
",Prakash,ajit@quantumworldit.com,,,"Zensar Technologies",Utilized,1,"Not Qualified","In process",
23,08/03/26,W32030826-PP,"Google Groups","Java Developer",Remote,"Senior Node.js Developer &ndash; GCP/AWS

Duration: Long-Term Contract

Location: Remote &ndash; Nearshore / Europe Preferred

Work Hours: Must be able to support U.S. business hours through 3:00 PM ET

Exp: 10+ years

Location &amp; Working Hours

&bull; Remote position.

&bull; Candidates located in Canada, Mexico, Costa Rica, or Europe are preferred.

&bull; Candidates must be able to provide meaningful overlap with U.S. business hours and support through 3:00 PM ET.

&bull; Experience working with distributed global teams and multiple time zones is highly valued.

Ideal Candidate

The ideal candidate is a hands-on Senior Node.js Engineer who combines strong backend development skills with practical GCP cloud engineering and production support experience.

You should be comfortable moving between coding, cloud infrastructure, troubleshooting production issues, API integrations, incident management, and stakeholder communication.

Key Technologies: Node.js | JavaScript | TypeScript | GCP | Cloud Run | Pub/Sub | BigQuery | Cloud Storage | Secret Manager | Terraform | AWS | REST APIs | Microservices | SQL | NoSQL | CI/CD | Git

Position Overview

We are seeking an experienced Senior Node.js Developer with strong hands-on experience in Google Cloud Platform (GCP) and working knowledge of AWS to support, enhance, and operate a cloud-native Prospect Services platform.

The successful candidate will serve as a key technical point of contact for the platform, partnering with engineering, product, operations, and regional teams across North America, LATAM, APAC, and EMEA.

This is a hands-on role involving Node.js development, GCP cloud services, API/microservices development, production support, troubleshooting, and infrastructure automation.

Key Responsibilities

Application Development

&bull; Design, develop, and maintain scalable backend applications using Node.js and JavaScript/TypeScript.

&bull; Develop and support RESTful APIs and microservices.

&bull; Build secure, reliable, and high-performance cloud-native applications.

&bull; Participate in code reviews, technical design, and architecture discussions.

&bull; Develop enhancements and integrations for consumer acquisition, registration, and engagement capabilities.

GCP &amp; Cloud Engineering

&bull; Develop, deploy, and support applications on Google Cloud Platform (GCP).

&bull; Hands-on experience with:

o Cloud Run

o Pub/Sub

o Cloud Storage

o BigQuery

o Secret Manager

o Cloud Logging

o Cloud Monitoring

&bull; Work with AWS services and understand multi-cloud architectures.

&bull; Use Terraform / Infrastructure as Code (IaC) to provision and manage cloud infrastructure.

&bull; Collaborate with DevOps and platform teams on deployments, scalability, reliability, and security.

Production Support &amp; Platform Ownership

&bull; Act as a technical point of contact for the Prospect Services platform.

&bull; Provide L2/L3 production support for APIs, applications, integrations, and cloud infrastructure.

&bull; Troubleshoot production incidents, defects, performance issues, and integration problems.

&bull; Perform Root Cause Analysis (RCA) and implement corrective and preventive actions.

&bull; Support incident management and communicate technical status, impact, and resolution to stakeholders.

&bull; Maintain operational documentation, technical runbooks, and support processes.

Data &amp; Integration

&bull; Work with BigQuery for operational reporting, troubleshooting, and analytics.

&bull; Work with SQL and NoSQL databases.

&bull; Analyze application and consumer data to identify issues and trends.

&bull; Support integrations between Prospect Services and downstream applications and analytics platforms.

&bull; Experience with event-driven architectures and messaging systems is highly desirable.

Global Collaboration

&bull; Collaborate with technical and business teams across LATAM, APAC, EMEA, and North America.

&bull; Participate in technical discussions, incident resolution, and platform enhancement activities across multiple time zones.

&bull; Support high-volume consumer campaigns and critical business initiatives.

&bull; Communicate effectively with both technical and non-technical stakeholders.

Required Qualifications

&bull; Bachelor&#39;s degree in Computer Science, Engineering, Information Technology, or a related field.

&bull; 5+ years of professional experience with Node.js backend development.

&bull; Strong experience with JavaScript and/or TypeScript.

&bull; Strong experience developing REST APIs and microservices.

&bull; Hands-on experience with GCP.

&bull; Strong experience with:

o Cloud Run

o Pub/Sub

o Cloud Storage

o BigQuery

o Secret Manager

&bull; Experience with Terraform and Infrastructure as Code (IaC).

&bull; Working knowledge of AWS cloud services.

&bull; Experience supporting enterprise applications in production.

&bull; Strong troubleshooting and problem-solving skills.

&bull; Experience with CI/CD, Git, and modern software development practices.

&bull; Strong SQL and database knowledge, including SQL and/or NoSQL databases.

&bull; Excellent communication and stakeholder-management skills.

Preferred Qualifications

&bull; Experience with MarTech, CRM, consumer data, lead management, or customer acquisition platforms.

&bull; Experience with event-driven and distributed architectures.

&bull; Experience supporting large-scale, consumer-facing applications.

&bull; Knowledge of consumer identity, consent management, and privacy.

&bull; Experience working with globally distributed engineering and business teams.

&bull; Experience supporting high-volume campaigns or business-critical platforms.

&bull; Experience with observability, monitoring, and production reliability practices.
","Prakash has applied Shiva through dchalla@imgsystems.com and did 0 RC, 0 Sub.
",Prakash,dchalla@imgsystems.com,,,,Unutilized,0,"Not Qualified","Not Connected","Prakash: Not Connected at 2026-08-03 13:44:42
"
24,08/03/26,W32030826-PP,"Company Websites","SailPoint Developer","Illinois, Ohio, Kansas, Massachusetts, Indiana,","
Advanced Security Engineer (IAM)
Illinois, Ohio, Kansas, Massachusetts, Indiana,

Job Description and Requirements
Role Responsibilities
What are the core duties of this role?
Design, build, and operate internal IAM and cloud security services used across the organization
Write production‑quality software using modern engineering best practices
Automate security controls to reduce operational burden and technical debt
Partner with engineering teams to embed secure‑by‑default patterns into their workflows
Participate in on-call support, incident response, root‑cause analysis, and reliability improvements
Mentor engineers and advocate for pragmatic security improvement

Minimum qualifications:
Bachelor&#39;s in Computer Science, Information Security, or equivalent experience.
2+ years of commercial experience in software development (C#, Python, Java or other general-purpose modern programming language) with a solid understanding of computer science fundamentals, including algorithms and data structures.
Experience with cloud technologies (preferably Azure), DevSecOps practices, and automation tools (e.g., GitHub Actions).
Growth mindset and eagerness to learn across engineering and security domains.
Ability to take feedback and strive for continual improvement.

Preferred qualifications:
Experience securing cloud-native applications / SaaS solutions and networks.
Familiarity with vulnerability scanning and threat protection.

Relevant certifications:
Microsoft Certified: Azure Security Engineer Associate (AZ-500).
Microsoft Certified: Identity and Access Administrator Associate (SC-300).
Understanding Zero Trust security principles and their practical application.
Familiarity with regulatory compliance standards and frameworks (e.g., GDPR, HIPAA).
Exposure to other cloud platforms (AWS, GCP).

","Tarun has applied Nileema  through abc@relativity.com and did 1 RC, 0 Sub.
Tarun has applied Narayan  through abc@relativity.com and did 1 RC, 0 Sub.
Tarun has applied Sonam  through abc@relativity.com and did 1 RC, 0 Sub.
",Tarun,abc@relativity.com,,,,Utilized,3,"Not Qualified","In process",
